Order,URL,DismFlags,PackageFlags,Comments
1,http://download.windowsupdate.com/d/msdownload/update/software/crup/2016/06/windows8.1-kb3173424-x64_9a1c9e0082978d92abee71f2cfed5e0f4b6ce85c.msu,remount,,Servicing Stack update July 2016
2,http://download.windowsupdate.com/c/msdownload/update/software/updt/2016/07/windows8.1-kb3172614-x64_e41365e643b98ab745c21dba17d1d3b6bb73cfcc.msu,,,July 2016 Update
3,http://download.windowsupdate.com/d/msdownload/update/software/updt/2016/08/windows8.1-kb3179574-x64_f0a5e2ff991aec5e6978aa808f287f1b21195d6e.msu,,,August 2016 update 
4,http://download.windowsupdate.com/c/msdownload/update/software/secu/2015/01/windows8.1-kb3000483-x64_4ce1d89ccbd1e1794a407b9e10106c0af08d2e17.msu,,,GPO Hardening 1 - https://blogs.technet.microsoft.com/srd/2015/02/10/ms15-011-ms15-014-hardening-group-policy/
5,http://download.windowsupdate.com/c/msdownload/update/software/secu/2014/12/windows8.1-kb3004361-x64_19e7d86a45d17e8a66ff31166f9f7c00924fb244.msu,,,GPO Hardening 2 - https://blogs.technet.microsoft.com/srd/2015/02/10/ms15-011-ms15-014-hardening-group-policy/
6,http://download.windowsupdate.com/d/msdownload/update/software/secu/2014/12/windows8.1-kb3004365-x64_659eca5ff41111d414c73f80fa1502d0876955b9.msu,,,WER Security
7,http://download.windowsupdate.com/c/msdownload/update/software/secu/2014/11/windows8.1-kb3011780-x64_ae7432399d33daab7fda055af111d8bc1ae14e3b.msu,,,Kerberos Vulnerability
8,http://download.windowsupdate.com/c/msdownload/update/software/ftpk/2017/05/windows8.1-kb3186539-x64_b3e84d9ccb08528df0b5d3b28772a9ccfcfec8a0.msu,,,.Net Framework 4.7
9,http://download.windowsupdate.com/d/msdownload/update/software/updt/2017/03/windowsblue-kb3191564-x64_91d95a0ca035587d4c1babe491f51e06a1529843.msu,,,Windows Management Framework 5.1
10,http://download.windowsupdate.com/d/msdownload/update/software/secu/2017/08/windows8.1-kb4034681-x64_1b4c0bd5f49b3ed6c7fd2cc5f6c3bb6d22d26b57.msu,,,August 2017 monthly rollup
11,http://download.windowsupdate.com/c/msdownload/update/software/updt/2017/07/windows8.1-kb4033428-x64_6a48934e05183527ce3d476a15b0285d71781e72.msu,,,Deduplication bug
12,http://download.windowsupdate.com/c/msdownload/update/software/secu/2014/11/windows8.1-kb3011780-x64_631b5c61b3047616f390252ea052f2ce7fe3b664.cab
13,http://download.windowsupdate.com/d/msdownload/update/software/secu/2015/01/windows8.1-kb3023266-x64_dad371a7f62293a764dd892d5ca0463e7f7e116e.cab
14,http://download.windowsupdate.com/c/msdownload/update/software/secu/2015/01/windows8.1-kb3019978-x64_fd77f36d51e48efd80b4fb1b95c3b5425e707ab8.cab
15,http://download.windowsupdate.com/c/msdownload/update/software/secu/2014/12/windows8.1-kb3022777-x64_eb75535687d39f07ab37f1f95a4403e0ee067d39.cab
16,http://download.windowsupdate.com/c/msdownload/update/software/secu/2014/12/windows8.1-kb3021674-x64_5a9635459cadceeae7f61a73ef899ebb99d3d648.cab
17,http://download.windowsupdate.com/c/msdownload/update/software/secu/2014/12/windows8.1-kb3004361-x64_a0a5860f79eb1c8b76f97c2a14248cb519b6f1d0.cab
18,http://download.windowsupdate.com/c/msdownload/update/software/secu/2015/01/windows8.1-kb3000483-x64_f304492d42d53e5621d846cf32527a07f45042e1.cab
19,http://download.windowsupdate.com/d/msdownload/update/software/secu/2015/02/windows8.1-kb3030377-x64_87d46acf9b8b0de4e8d2261f05d53e7cf4cc92fa.cab
20,http://download.windowsupdate.com/d/msdownload/update/software/secu/2015/02/windows8.1-kb3035126-x64_01667251d25ac56e0707df329e382cfb1e94cc49.cab
21,http://download.windowsupdate.com/d/msdownload/update/software/secu/2015/03/windows8.1-kb3045755-x64_285f418c25f7c7d3ee6c0bbbdcb18020e99052b7.cab
22,http://download.windowsupdate.com/c/msdownload/update/software/secu/2015/03/windows8.1-kb3045999-x64_0b7668d0cb45018b5fc0d3e894db839c43622a33.cab
23,http://download.windowsupdate.com/d/msdownload/update/software/secu/2015/03/windows8.1-kb3045685-x64_b88ee2dca80420c21ed122772f0cba298082a6fe.cab
24,http://download.windowsupdate.com/c/msdownload/update/software/secu/2015/04/windows8.1-kb3055642-x64_59cd30d9c50c52ac6cc2d1adb723160ef6957d2e.cab
25,http://download.windowsupdate.com/d/msdownload/update/software/secu/2015/05/windows8.1-kb3059317-x64_53d78356964c6fcbf78a6b4254574edbe36877b5.cab
