Order,URL,DismFlags,PackageFlags,Comments
10,http://download.windowsupdate.com/c/msdownload/update/software/secu/2017/10/windows10.0-kb4041691-x64_6b578432462f6bec9b4c903b3119d437ef32eb29.msu,,,October 2017 monthly rollup
