Order,URL,DismFlags,PackageFlags,Comments
10,http://download.windowsupdate.com/d/msdownload/update/software/secu/2017/11/windows10.0-kb4048953-x64_6fccbf0ed11c9dfbc8d13e50d81ccfe97d1e2b82.msu,,,November 2017 monthly rollup
