Order,URL,DismFlags,PackageFlags,Comments
10,http://download.windowsupdate.com/d/msdownload/update/software/secu/2017/12/windows10.0-kb4053579-x64_c8f23cbaf60b5093a6902ce64520c354cfe360c7.msu,,,December 2017 monthly rollup
